track,artist,release,streams
Broccoli (feat. Lil Yachty),DRAM,2016,849055927
LOST!,RM,2024,31453044
Stay (with Alessia Cara),Zedd,2017,1224136357
YuNg BrAtZ,XXXTENTACION,2017,442472374
"Saami Saami (From ""Pushpa The Rise Part - 01"")",Sunidhi Chauhan,2021,50831625
Thoda Thoda Pyaar,Stebin Ben,2021,122853878
Black And Yellow,Wiz Khalifa,2010,636986949
SKEU SKEU (SPEED UP),Jogga,2023,18794730
Sahara,Hensonn,2021,274961162
"Leke Prabhu Ka Naam (From ""Tiger 3"")",Pritam,2023,31783195
Yeah Glo!,GloRilla,2024,89513100
The Search,NF,2019,582823215
Tacos Gucci,Anuel AA,2024,31900914
wiggy,Young Miko,2023,135841710
Nxde,(G)I-DLE,2022,242708368
Vaina Loca,Ozuna,2018,818413674
Street Runner,Rod Wave,2021,163921357
Pure Water (with Migos),Mustard,2019,726877512
Ay Vamos,J Balvin,2014,385438228
Samba de Malandro,MC Paulin da Capital,2024,44365910
Entre las de 20,Bizarrap,2024,100182006
We Found Love,Rihanna,2011,1655539775
Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj,2023,470358238
Shut up My Moms Calling,Hotel Ugly,2020,864865822
Hell N Back,Bakar,2019,512194074
Stand By Me (feat. Morgan Wallen),Lil Durk,2023,132870060
Wake Me Up (Remix),Nick White,2022,2300429829
Yaad Piya Ki Aane Lagi,Neha Kakkar,2019,86910140
A-O-K,Tai Verdes,2021,389915082
Shotgun,George Ezra,2018,930662973
Kiss Me,Dermot Kennedy,2022,149237160
COCO LOCO,Maluma,2023,173609862
Sunny Day,Matteo Rossanese,2021,5936
"High Rated Gabru (From ""High Rated Gabru"")",Guru Randhawa,2017,37248788
"I spoke to the devil in miami, he said everything would be fine",XXXTENTACION,2022,42993944
Goosebumps,HVME,2020,495274429
Rolex,Ayo & Teo,2017,491634627
on one tonight,Gunna,2024,28658023
You & Me - Rivo Remix,Disclosure,2023,76959761
Whiskey On You,Nate Smith,2022,193854805
NO,Meghan Trainor,2016,614050155
HP,Maluma,2019,614313540
I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),A$AP Rocky,2023,190634973
I'm a Mess,Bebe Rexha,2018,671869078
Un Ratito,Bad Bunny,2022,500671737
Mamaw's House,Thomas Rhett,2023,57956846
Sezen Aksu,Lvbel C5,2024,46650884
hotline (edit),Billie Eilish,2023,366169549
One More Night,Maroon 5,2012,885944426
Can We Kiss Forever?,Kina,2018,634333924
Desconocidos,Mau y Ricky,2018,757001327
After Party,Don Toliver,2020,706711575
Fluxxwave,Clovis Reyes,2023,88673935
We Can't Stop,Miley Cyrus,2013,970858824
Buy Dirt,Jordan Davis,2021,457254811
Las Morras,Peso Pluma,2023,253711656
Mamichula - con Nicki Nicole,Trueno,2020,515582705
Fighting My Demons,Ken Carson,2023,97155109
The Sound Of Silence,Disturbed,2015,777947820
Higher Power,Coldplay,2021,349603788
The Perfect Girl,Mareux,2019,402007889
Yeah! (feat. Lil Jon & Ludacris),USHER,2004,1307469137
Swear to God (feat. Future),Tee Grizzley,2024,7785021
LOVE. FEAT. ZACARI.,Kendrick Lamar,2017,1343672718
Joga o Bum Bum Tam Tam,MC Fioti,2017,191584138
Montagem Mysterious Game,LXNGVX,2023,139208438
soso,Omah Lay,2022,167668390
Lace It,Juice WRLD,2023,70180212
You Say,Lauren Daigle,2018,542480898
Watch The World Burn,Falling In Reverse,2023,137204273
"Hukum - Thalaivar Alappara (From ""Jailer"")",Anirudh Ravichander,2023,143053873
With You,AP Dhillon,2023,159980783
HUMO,Chencho Corleone,2024,44035743
I Love It (& Lil Pump),Kanye West,2018,703089599
Love Songs - Bonus,Kaash Paige,2018,478086665
Me Atraiu - Ao Vivo,Gabriela Rocha,2023,103132095
LET'S GET FKD UP,Alok,2023,125445403
I LOVE YOU HOE (w/ 9lives),Odetari,2023,160320384
HAPPY,NF,2023,127558523
BOOMBAYAH,BLACKPINK,2016,534374502
Min Awel Dekika,Elissa,2022,24195796
my ex's best friend (with blackbear),mgk,2020,682383223
Parce (feat. Justin Quiles),Maluma,2020,423582537
?Cu?l Es Su Nombre?,Lucky Brown,2023,83521812
Borro Cassette,Maluma,2015,761287318
Wild Thoughts,DJ Khaled,2017,1164638213
L'ULTIMA POESIA,Geolier,2024,41788648
loml,Taylor Swift,2024,115748552
In Your Eyes,The Weeknd,2020,940914292
Take Her Home,Kenny Chesney,2023,10292715
Don't Wanna Know (feat. Kendrick Lamar),Maroon 5,2016,946757383
Entra Na Defender,Luan Pereira,2024,68372540
Falling,Harry Styles,2019,1225776509
We're Good,Dua Lipa,2021,515693079
Sip (Alcohol),Joeboy,2021,115647691
Get You (feat. Kali Uchis),Daniel Caesar,2016,1024198691
Body,Loud Luxury,2017,1187784950
One Thing At A Time,Morgan Wallen,2022,249576970
Mentiras | CROSSOVER #3,Big One,2023,99865431
911,Sech,2021,352258962
Boyz Don't Cry,Rod Wave,2023,56903153
"Loser, Baby",Andrew Underberg,2024,91969282
A Thousand Years,Aldy Santos,2017,13112
You Make It Easy,Jason Aldean,2018,461456306
Hoy,Valentino Merlo,2024,3084236
Suge,DaBaby,2019,647501734
ball w/o you,21 Savage,2018,637055162
Money,Cardi B,2018,580625472
Queen of Kings,Alessandra,2023,162396159
Hasta Que Dios Diga,Anuel AA,2020,657768560
H.Y.B. (feat. Bas & Central Cee),J. Cole,2024,36824548
No Type,Rae Sremmurd,2014,584277301
MONTERO (Call Me By Your Name),Lil Nas X,2021,1902241314
Sand In My Boots,Morgan Wallen,2021,379462137
Fouji Fojan Lofi 2 (feat. Aamin Barodi & Sapna Choudhary),Raj Mawer,2024,41746
Overseas,D-Block Europe,2021,216354398
Monster (Shawn Mendes &amp; Justin Bieber),Shawn Mendes,2020,606018960
Last Friday Night (T.G.I.F.),Katy Perry,2010,1144535829
Circo Loco,Drake,2022,201467069
Kiss Me More (feat. SZA),Doja Cat,2021,1823871908
Limbo,Freddie Dredd,2022,290154153
Laad Piya Ke,Raju Punjabi,2022,17675254
Coco Cola,Ruchika Jangid,2020,16483067
DUELE EL CORAZON,Enrique Iglesias,2016,654612558
The Code,Nemo,2024,52925522
A Puro Dolor,Gabito Ballesteros,2023,145332157
Baddie,IVE,2023,97738080
Prisoner (feat. Dua Lipa),Miley Cyrus,2020,795449825
Why Not,Ghostface Playa,2022,187925725
Got It On Me,Pop Smoke,2020,501468322
intro (end of the world),Ariana Grande,2024,216386557
All I Want for Christmas Is You,Mariah Carey,1994,1810649765
La Rompe Corazones,Daddy Yankee,2017,526264393
QUE ME FALTE TODO,Luck Ra,2023,83544478
How To Fly (Abbey Road Remaster 2024),Sticky Fingers,2024,190342124
Dj Dayak Full Beat Lagu Malihi Janji,Jeremya Ginting,2022,3211473
360,Charli xcx,2024,31940305
GATA ONLY (Con Cris MJ),FloyyMenor,2024,668280514
Love Scars,Trippie Redd,2017,402970867
Die Hard,Kendrick Lamar,2022,318340376
Akher Yawm,Ghaliaa,2023,447624
Ascend,Dezko,2023,76305266
SI SABE FERXXO,Blessd,2024,124020754
Wind Up Missin' You,Tucker Wetmore,2024,58496778
No Limit,G-Eazy,2017,660710453
ten,Fred again..,2023,80795111
"Dance For Me (1, 2, 3) - Stutter Techno",Sonny Wern,2023,87323895
Paro,Nej,2021,120054361
HOPE,NF,2023,164875589
On My Way,Alan Walker,2019,670068696
You Need To Calm Down,Taylor Swift,2019,935098853
Starting Over,Chris Stapleton,2020,320586187
295,Sidhu Moose Wala,2021,267897492
Gangsta's Paradise (feat. L.V.),Coolio,2023,1666699743
Gulabi Sharara,Inder Arya,2023,17389541
Otro Atardecer,Bad Bunny,2022,426439016
?lle de Sen,Muti,2023,49630584
Soweto,Victony,2022,133353888
Enjoy,Jux,2023,7403756
Poland,Lil Yachty,2022,142817891
BBY BOO,iZaak,2023,6172030
Brillarosa,Fuerza Regida,2024,69834726
Bertaraf,Canbay & Wolker,2023,71190581
U My Everything (feat. Drake),Sexyy Red,2024,13671209
Devil Eyes,Hippie Sabotage,2016,769295129
m y . l i f e (with 21 Savage & Morray),J. Cole,2021,436133194
I'm Yours,Jason Mraz,2008,1878098512
"Going, Going, Gone",Luke Combs,2022,192633758
HISS,Megan Thee Stallion,2024,80952546
Baarish Ki Jaaye,B Praak,2021,53064181
Company,Emiway Bantai,2023,39899018
get him back!,Olivia Rodrigo,2023,287164579
LA PEOPLE,Peso Pluma,2023,261311116
REACT,Switch Disco,2023,137897920
Ocean,KAROL G,2019,312111545
Wrecked,Imagine Dragons,2021,309587427
Think U The Shit (Fart),Ice Spice,2024,82013588
Brown Munde,AP Dhillon,2020,267617808
"Kallo(Feat.Ajay Hooda,Pooja Hooda)",Komal Choudhary,2023,15483918
pov,Ariana Grande,2020,541397856
Dancing On My Own,Calum Scott,2016,1232373956
Stay With Me,Sam Smith,2011,2086460781
Back Then Right Now,Tyler Hubbard,2023,26917389
Boucan (feat. Franglish),KeBlack,2024,21670034
Fulanito,Becky G,2021,254118106
Only Love Can Hurt Like This (feat. Teddy Swims) - Remix,Paloma Faith,2022,10296798
Business (feat. Naza),DYSTINCT,2023,74769930
MANIAC,Stray Kids,2022,293724552
A Real Playa,Parsa Nani,2024,17255
Mona Lisa - Spider-Man: Across the Spider-Verse (Deluxe Edition),Dominic Fike,2023,148686610
Something About You,Eyedress,2021,438511316
Patadas de Ahogado,LATIN MAFIA,2023,127503950
After LIKE,IVE,2022,365203093
So Far,florias,2023,10554
idontwannabeyouanymore,Billie Eilish,2017,1091185920
Debo Entender,Santa Fe Klan,2019,335856859
Vem Desestressar,MC PH,2024,35473387
Darkside,Alan Walker,2018,596469106
Call Me Every Day (feat. WizKid),Chris Brown,2022,125056212
World's Smallest Violin,AJR,2021,343227483
Thot Shit,Megan Thee Stallion,2021,319372639
Money Trees,Kendrick Lamar,2012,1476217041
Si La Calle Llama - Remix,Eladio Carrion,2023,190420514
Waffle House,Jonas Brothers,2023,139105802
Tacata,Tiagz,2023,39715603
Got Me Started,Troye Sivan,2023,125169958
Low,SZA,2022,452881574
Night Changes,One Direction,2014,1548151634
De Los Besos Que Te Di,Christian Nodal,2019,518477840
BRODYAGA FUNK,Eternxlkz,2023,73316998
Private Jet,D. Savage,2023,3608717
DNA.,Kendrick Lamar,2017,1157112366
"Or Nah (feat. The Weeknd, Wiz Khalifa and DJ Mustard) - Remix",Ty Dolla $ign,2014,949312501
Baklava,Gya,2024,5633595
bye,Ariana Grande,2024,127408697
Veggie Dance,Gracie's Corner,2024,2279039
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,2015,1532983094
Still Don't Know My Name,Labrinth,2019,666107710
Sittin' On Top Of The World,Burna Boy,2023,44751795
Broke In A Minute,Tory Lanez,2020,407015049
Mahiya Ve Gal Sun Mahiya Vey,Nimra Mehra,2023,209649
In Case You Didn't Know,Brett Young,2016,560774282
HVN ON EARTH (with Kodak Black),Lil Tecca,2023,114669893
Gently (feat. Bad Bunny),Drake,2023,123630149
It Ain't Me (with Selena Gomez),Kygo,2017,1430439855
Baarish Ban Jaana,Payal Dev,2021,70622319
I CAN'T STOP ME,TWICE,2020,384886220
Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,2019,622690472
Filhaal2 Mohabbat,B Praak,2021,72348363
8am in Charlotte,Drake,2023,81093233
Vivir Mi Vida,Marc Anthony,2013,618671056
Lullaby - BadWolf Remix,TR-MEET,2023,18204
Love Not War (The Tampa Beat),Jason Derulo,2020,286179073
"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,2002,2194935773
My Oh My,Ava Max,2024,20012688
willow,Taylor Swift,2020,844790027
100 MESSAGGI,Lazza,2024,69972816
OUT OUT (feat. Charli XCX & Saweetie),Joel Corry,2021,509445605
Turn On The Lights again.. (feat. Future),Fred again..,2022,190872805
Illegal Weapon,Garry Sandhu,2017,67999897
Starships,Nicki Minaj,2012,1125407888
Calidad,Grupo Firme,2022,308915484
Watch Me,Silento,2016,387389363
Send My Love (To Your New Lover),Adele,2015,1064599051
Chakalitos,Angi Fire,2023,14137400
Rather Be (feat. Jess Glynne),Clean Bandit,2013,1327093253
Into Your Arms (feat. Ava Max),Witt Lowry,2018,390529605
1000 Blunts,$uicideboy$,2022,189588270
#BrooklynBloodPop!,SyKo,2020,289085486
Baby Songs,Baby Lullaby,2014,5484513
Cuando Te Bes?,Becky G,2018,588021470
"Lutt Putt Gaya (From ""Dunki"")",Pritam,2023,54461319
girl$,Dom Dolla,2024,1920905
Clout (feat. Cardi B),Offset,2019,306221125
I love you,Dadju,2023,70592513
Forget About Us,Perrie,2024,16171953
One Last Time,Ariana Grande,2014,1465918510
Malas Decisiones,Kenia OS,2022,249199925
Dos Mil 16,Bad Bunny,2022,426904285
La Vaca Lola,Toy Cantando,2013,38260236
Termina Comigo Antes,Gusttavo Lima,2022,194919563
Baarish,Payal Dev,2020,12208412
Dijeron Que No La Iba Lograr,Chino Pacas,2023,241174958
Is It Love,Loreen,2023,68785555
Feel It Still,Portugal. The Man,2017,1303452422
MotorSport,Migos,2017,590983645
Bad At Love,Halsey,2017,635393773
Nevada,YoungBoy Never Broke Again,2021,163974630
The Adults Are Talking,The Strokes,2020,457933102
Hips Don't Lie (feat. Wyclef Jean),Shakira,2005,1631152967
Overdose,natori,2022,191425175
Techno Cumbia (Remasterizado 2024/30th Anniversary),Selena,2024,50962805
Tak Segampang Itu,Anggi Marito,2022,415357981
Emotionally Scarred,Lil Baby,2020,289652584
When It Rains It Pours,Luke Combs,2017,807802864
If I Didn't Love You,Jason Aldean,2021,143447350
UNHEALTHY (feat. Shania Twain),Anne-Marie,2023,107435709
ATORRANTE - con Los Palmeras,Emanero,2023,65617109
"Praise (feat. Brandon Lake, Chris Brown & Chandler Moore)",Elevation Worship,2023,79621215
greedy,Tate McRae,2023,1256101755
Take Me to Church,Hozier,2013,2544489950
Roses,The Chainsmokers,2015,1046848265
Close Friends (Lil Baby & Gunna),Lil Baby,2018,428009373
"0 Sentimientos (Remix) [feat. Baby Rasta, Noriel, Darkiel, Messiah & Lyan]",Boy Wonder CF,2023,272261201
BEB?,Camilo,2020,401104048
Propuesta Indecente,Romeo Santos,2013,751508028
Atmosphere,FISHER,2023,105178211
Eid,Mehmood J,2022,10762
Money In The Grave (Drake ft. Rick Ross),Drake,2019,970219741
Lighter,Galantis,2024,35712909
"Halli Naatu (From ""Rrr"")",Rahul Sipligunj,2021,72962855
Happier,Ed Sheeran,2017,1322385342
Kill Em With Kindness,Selena Gomez,2015,550049388
Good Love,Hannah Laing,2023,100186243
Little Girl Gone,CHINCHILLA,2023,100397677
Ella Quiere Beber - Remix,Anuel AA,2018,778846570
Blicky,Fresh X Reckless,2023,19617254
Baby (Lil Baby feat. DaBaby),Quality Control,2019,522143496
Hotel,Montell Fish,2022,296674882
Mas Altas Que Bajadas,Natanael Cano,2023,157476564
Somewhere Only We Know,Gustixa,2022,53532212
X1,MC Cabelinho,2021,185050407
Baby Shark,Bebefinn,2022,1731282
DISPARA ***,Nicki Nicole,2023,182184068
Burn,Ellie Goulding,2012,784334383
By Your Side,Rod Wave,2021,164804108
Very Sad,Enchan,2022,1426122
No Te Contaron Mal,Christian Nodal,2018,492542256
When We Were Young,Adele,2015,1284096603
Miracle (Extended),Calvin Harris,2023,57151
Do It Again (feat. 2Rare),NLE Choppa,2022,155142115
The Smallest Man Who Ever Lived,Taylor Swift,2024,122986507
Loading,Central Cee,2020,356681497
Tek Tek (feat. MHD),DYSTINCT,2023,69208147
Everyday Hustle,Future,2024,32935844
Dos Besitos,La Joaqui,2022,100335960
Deep Down (feat. Never Dull),Alok,2022,335203899
No Me Conoce - Remix,Jhay Cortez,2019,1367265268
Freaky Friday (feat. Chris Brown),Lil Dicky,2018,670298052
Still Rollin,Shubh,2023,191465461
Safe And Sound,Capital Cities,2012,1286089822
Mal Hombre,Kim Loaiza,2023,28817964
Teeth,5 Seconds of Summer,2019,683247723
I Took A Pill In Ibiza,Mike Posner,2015,83366020
Run Free,Deep Chills,2017,86943003
In The Dark,Purple Disco Machine,2022,177722624
Felina,WIU,2022,227079649
Meet you at the Graveyard,Cleffy,2023,95871805
Sexy to Someone,Clairo,2024,15290073
FEARLESS,LE SSERAFIM,2022,312942305
Let It Go,James Bay,2014,1197774081
Where It Ends,Bailey Zimmerman,2022,178441881
drivers license,Olivia Rodrigo,2021,2184754018
Desenrola Bate Joga de Ladin (feat. DJ Biel do Furduncinho),L7NNON,2022,86262202
Carry You Home,Alex Warren,2024,9428361
City Boys,Burna Boy,2022,152289860
Wellerman - Sea Shanty,Nathan Evans,2021,405754991
Every Summertime,NIKI,2021,383171089
MANDA BALA,Ariis,2023,63016744
Walk It Talk It,Migos,2018,778459270
TQMQA,Eladio Carrion,2023,42043071
Face Off,Tech N9ne,2021,194908788
Otra vez (feat. J Balvin),Zion & Lennox,2016,912446776
Girls Never Die,tripleS,2024,8797665
"24/7, 365",elijah woods,2023,91124161
POCPOC,PEDRO SAMPAIO,2023,137276005
Je M'appelle,Benzz,2022,231745345
Soap,Melanie Martinez,2015,349538935
Bam Yang Gang,BIBI,2024,33558829
Never Forget You,Zara Larsson,2015,972089598
Tyler Herro,Jack Harlow,2020,555631717
"i hate u, i love u (feat. olivia o'brien)",gnash,2016,1405772026
Ophelia,The Lumineers,2016,1274848626
Manos Rotas,DELLAFUENTE,2023,106759874
Ella No Es Tuya - Remix,Rochy RD,2021,364856266
Satellite,Harry Styles,2022,455718141
La Santa,Bad Bunny,2020,915557792
Tera Ban Jaunga,Akhil Sachdeva,2019,211095929
Ranjha Maahi,Siddhant,2023,40654
Sure Thing,Miguel,2010,1335928309
Talibans,Byron Messia,2023,54683202
Skin de Bandida,Oscar Maydon,2023,176958728
Escapism. - Sped Up,RAYE,2022,270327239
Lisa,Young Miko,2023,209988103
I Can Feel It,Kane Brown,2023,36059521
you should see me in a crown,Billie Eilish,2018,860596912
Te Robar?,Nicky Jam,2019,547483874
Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,2018,853574945
FBI,Picus,2024,6591040
Somebody (2024),Gotye,2024,51862502
Dandelions,Ruth B.,2017,1561518107
I Love You So,The Walters,2014,1410353130
i love you,Billie Eilish,2019,930343185
Not Fair,Niklas Dee,2023,164667038
Benjamins Deli,JRitt,2023,996881
Him & I (with Halsey),G-Eazy,2017,949651805
STAY (with Justin Bieber),The Kid LAROI,2021,3107100349
TIKTOK,Ian Lucas,2024,2164864
Call Your Friends,Rod Wave,2023,47296342
Rosa Pastel,Peso Pluma,2023,192231633
Dirt Cheap,Cody Johnson,2023,44047842
Borderline,Tame Impala,2020,671310199
T?,Carin Leon,2020,327311508
No Time To Die,Billie Eilish,2020,610838644
All Eyes on Me,Dj Belite,2022,155367
En El Radio Un Cochinero,Victor Cibrian,2022,215837483
comethru,Jeremy Zucker,2018,822935346
ROCKSTAR,Junior H,2023,266127900
Boy's a liar,PinkPantheress,2022,203628716
B.O.T.A. (Baddest Of Them All),Eliza Rose,2022,47723324
Lucky Girl Syndrome,ILLIT,2024,29089538
...Baby One More Time (from Kung Fu Panda 4),Tenacious D,2024,28423160
Little Dark Age,MGMT,2017,641453269
Una Lady Como T?,Manuel Turizo,2016,2935372
Whatever She Wants,Bryson Tiller,2024,207093873
Hypnotized,Purple Disco Machine,2020,354683755
Diable,Ven'nus,2023,53058
Laung Laachi Title Track,Mannat Noor,2018,30173434
Koka,Mankirt Aulakh,2023,28816253
ELEVEN,IVE,2021,306760464
Hasta el Amanecer,Nicky Jam,2016,560103803
Space Cadet (feat. Gunna),Metro Boomin,2018,917916061
Poker Face ( Remix ),Bora Media,2023,1271094976
November Rain (2022 Version),Guns N' Roses,2022,14394612
We Ride,Bryan Martin,2022,200017368
Rich Spirit,Kendrick Lamar,2022,254191262
Cochinae,Julianno Sosa,2022,155050178
Juju On That Beat (TZ Anthem),Zay Hilfigerrr,2016,243305603
I'm Not The Only One,Sam Smith,2014,1879966374
Murder,Bgnzinho,2023,2613573
Major Distribution,Drake,2022,199662854
Psikopat,Butrint Imeri,2024,2112678
Dynamite,Taio Cruz,2010,1070923216
Chlorine,Twenty One Pilots,2018,517990518
Here,Alessia Cara,2015,616445374
Favorito,Camilo,2020,488713982
Royalty,Egzod,2021,317252487
Am I Wrong,Nico & Vinz,2013,965827790
Tennessee Orange,Megan Moroney,2022,227893586
Tennessee Orange,Megan Moroney,2022,227893586
Still Trappin' (with King Von),Lil Durk,2020,176140377
De Fresa y Coco,Luis R Conriquez,2023,81186913
He Dead (Oil Thief Remix),clipping.,2022,14148
YUM YUM (Slowed),LXNGVX,2023,52295701
Issues,Julia Michaels,2017,1214862854
Element,Pop Smoke,2020,523416171
n.h.i.e.,21 Savage,2024,102829758
GOD'S COUNTRY,Travis Scott,2023,96802469
F Boy,Ander Huang,2020,1415206
Say It,Tory Lanez,2015,510138748
Ain't Shit,Doja Cat,2021,599547543
Dancing With Your Ghost,Sasha Alex Sloan,2019,573785235
SIRENS,Travis Scott,2023,102510409
2 Hielos,King Savagge,2023,76078240
BAD BOY,Chris Jedi,2024,42027577
I Love Mama Mantu,Bulan Sutena,2021,8887656
Hall of Fame (feat. will.i.am),The Script,2012,1438795892
Original som fan,OP,2018,37291
SLAY!,Eternxlkz,2024,81775807
Proud Mary - 2023 Remaster,Tina Turner,2024,20455
Runaway (U & I),Galantis,2014,895051532
Ley Seca,Jhay Cortez,2021,412597562
Dawns (feat. Maggie Rogers),Zach Bryan,2023,261468916
Mesafe,Semicenk,2023,59964248
Numb,Linkin Park,2003,1720830668
So High School,Taylor Swift,2024,97601615
Hola,Dalex,2019,28185177
Dark Red,Steve Lacy,2017,1315024190
Diosa,Myke Towers,2020,465811322
Wagon Wheel,Darius Rucker,2013,727417273
Dil Galti Kar Baitha Hai,Jubin Nautiyal,2021,64013323
Is There Someone Else?,The Weeknd,2021,669099980
Dream Girl,Ir Sais,2017,133061000
Wild Side (feat. Cardi B),Normani,2021,181529121
Location (feat. Burna Boy),Dave,2019,540907681
Mon Amour,Annalisa,2023,86387703
"Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")",Pritam,2023,97050082
Cake By The Ocean - Cover,MUSIC LAB JPN,2023,1614203949
Pray For Me,The Weeknd,2018,918478800
p r i d e . i s . t h e . d e v i l (with Lil Baby),J. Cole,2021,367165473
Position,Franglish,2024,44456165
Motley Crew,Post Malone,2021,399297877
Poppin,Yeat,2022,152999496
Memories,Conan Gray,2022,445742307
JOLENE,Beyonc?,2024,57163264
"Sugarcane (Remix) [feat. King Promise, Mayorkun & Darkoo]",Camidoh,2022,52418564
Kya Hua,Vishal Mishra,2024,96766
TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,2019,349688559
Ch-Ch-Ch Chick (feat. Chick McGee),Bob and Tom,2013,3115
10 Things I Hate About You,Leah Kate,2022,238502829
Adios Amor,Christian Nodal,2018,597899105
Lalala - Ilkan Gunuc Remix,Y2K,2019,28240865
Poco A Poco,Xavi,2023,283079113
The Alchemy,Taylor Swift,2024,106201248
Sunday Service,Latto,2024,12270831
Red Ruby Da Sleeze,Nicki Minaj,2023,148574146
Mama,Jonas Blue,2017,955563174
Self Care,Mac Miller,2018,687861392
Out of Time,The Weeknd,2021,451878749
Karma,Taylor Swift,2022,777305444
About You,The 1975,2022,350348521
BED,Joel Corry,2021,480737112
23,Chayce Beckham,2021,217524988
I Can Do It With a Broken Heart,Taylor Swift,2024,250430303
Remember,Becky Hill,2021,453644642
Here's Your Perfect,Jamie Miller,2021,418998816
Highs & Lows,Prinz,2023,64747926
Halloween,Blood Dance,2022,7332
Impossible,RIIZE,2024,16327372
El Rescate,Grupo Marca Registrada,2022,391773238
Mirame,Blessd,2024,24345826
Pantysito,Alejo,2022,332175085
brutal,Olivia Rodrigo,2021,639900946
Recognize (feat. Drake),PARTYNEXTDOOR,2014,275465440
Daylight,Drake,2023,78417212
Lovefool,twocolors,2020,359757970
Rich Flex,Drake,2022,811888874
MEMORIAS,Mora,2022,359336745
JACKIE BROWN,Brent Faiyaz,2022,247386146
Kalkatiya Raja,Pawan Singh,2023,8607782
Drippy,Sidhu Moose Wala,2024,39891157
Never Going Home,Kungs,2021,304069347
Waiting for the End,Linkin Park,2024,160127218
Pacto (feat. Luar La L),Jay Wheeler,2023,58652026
Talk talk,Charli xcx,2024,6446985
Daisy,Ashnikko,2020,509353753
Fast Forward,JEON SOMI,2023,88499180
Ice Attack,Future,2024,38912003
Stolen Dance,Milky Chance,2013,1460945792
Set Me Free Pt.2,Jimin,2023,350802342
Azul,J Balvin,2020,489654759
LOCATION,KAROL G,2021,236644328
Terminator,King Promise,2023,34026239
Orang Yang Salah - Sped Up Version,Luvia band,2023,3900009
Snowman,Sia,2017,947770190
Hurricane,Kanye West,2021,404497617
Rumah Singgah,Fabio Asher,2022,239624643
Strip That Down (feat. Quavo),Liam Payne,2017,1000549809
IT GIRL - Sped up Version,Aliyah's Interlude,2023,23708233
Khodni,AL SHAMI,2024,916695
Lost in the Fire (feat. The Weeknd),Gesaffelstein,2019,895496661
Can't Get Enough,Jennifer Lopez,2024,9293098
The Man He Sees in Me,Luke Combs,2024,5942861
Dilemma,Nelly,2002,859999247
My wrist (with Young Thug),Yeat,2023,83393310
GigaChad Theme - Phonk House Version,g3ox_em,2022,282776356
Words (feat. Zara Larsson),Alesso,2022,383945607
Bombonzinho - Ao Vivo,Israel & Rodolffo,2022,343704935
Mil Preguntas,The La Planta,2024,27026914
OJAL?,Maria Becerra,2022,168710415
Bejeweled,Taylor Swift,2022,536110386
Lovin On Me,Jack Harlow,2023,669206771
Back for More (with Anitta),TOMORROW X TOGETHER,2023,93990459
Heaven,Kane Brown,2017,492361216
Rolex,Ayo & Teo,2017,491358577
That Girl,Amrinder Gill,2024,4128853
FERXXO 151,Feid,2023,106899723
Dhaniya Ae Jaan,Pawan Singh,2023,5842217
Young And Beautiful,Lana Del Rey,2013,1256488099
United In Grief,Kendrick Lamar,2022,246425341
La Vida Sin Ti,Rels B,2024,50171337
FREAK,YUQI,2024,9956970
Casa Mia,Ghali,2024,55157600
Opp Stoppa (feat. 21 Savage),YBN Nahmir,2021,246949197
Mary On A Cross,Ghost,2019,589145587
Go Fuck Yourself,Two Feet,2016,649191183
Crocodile Tearz,J. Cole,2024,37057985
PLIS,Camilo,2024,37814314
Back to Me,Kanye West,2024,77403728
Antidepresan,Mert Demir,2022,172362945
Rise,Jonas Blue,2018,872518334
Summertime Sadness,Lana Del Rey,2011,1442872605
8:00 am,Nicki Nicole,2023,135465283
PICK IT UP (feat. A$AP Rocky),Famous Dex,2017,577534277
Double Fantasy (with Future),The Weeknd,2023,180940067
Jungle,Alok,2023,111266488
Fisherrr,Cash Cobain,2024,9215777
Thank You for Being You,OctaSounds,2022,2248788
Wild as Her,Corey Kent,2022,180186017
Beautiful (feat. Camila Cabello),Bazzi,2018,737482160
Black Friday,Tom Odell,2023,126929488
Summertime Sadness (Sped Up),Lana Del Rey,2022,68235585
Ignorantes,Bad Bunny,2020,671572185
Break Free,Ariana Grande,2014,899830382
Risk,Gracie Abrams,2024,41114784
"Nathy Peluso: Bzrp Music Sessions, Vol. 36",Bizarrap,2020,286381494
WY@,Brent Faiyaz,2023,54763093
Acapulco,Jason Derulo,2021,442260324
GHOST TOWN,Benson Boone,2021,382177076
Only Human,Jonas Brothers,2019,508463163
Daddy Issues,The Neighbourhood,2015,1435372572
Raining In Manila,Lola Amour,2023,136169854
HE KNOWS (feat. Lil Nas X),Camila Cabello,2024,14234598
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,2017,1120187276
"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",Internet Money,2021,224820131
